sequence_number,timestamp,pm1,pm25,pm10,co2,temperature,DPS_tem,humidity,pressure,pressure_change_pa_per_sec,nox,tvoc,voc_raw,nox_raw,source_flag,station_id,station_name,line_id,line_name,gps_lat,gps_lng
7542,2026-08-12T16:51:06.000+01:00,109.4893798828125,134.7237091064453,158.54336547851562,937.0,30.212482452392578,33.146270751953125,39.06004333496094,1022.3859252929688,1.744384765625,1.0,363.0,30730,16482,live,940GZZLUBND,Bond Street,,,,
7543,2026-08-12T16:51:16.000+01:00,113.77741241455078,137.32542419433594,158.7147674560547,943.0,30.268558502197266,33.17633056640625,39.36369705200195,1022.4620971679688,0.76171875,1.0,378.0,30719,16511,live,940GZZLUBND,Bond Street,,,,
7544,2026-08-12T16:51:26.000+01:00,116.25354766845703,140.2664794921875,162.06153869628906,953.0,30.32997703552246,33.225669860839844,39.635311126708984,1022.4996337890625,0.3753662109375,1.0,386.0,30705,16531,live,,,,,51.51391513000953,-0.14920859190742242
7545,2026-08-12T16:51:36.000+01:00,114.5376968383789,136.3221893310547,155.4390411376953,965.0,30.39406394958496,33.27471923828125,39.775691986083984,1022.5960693359375,,1.0,391.0,30689,16550,buffered,,,,,,
7546,2026-08-12T16:51:46.000+01:00,114.75115966796875,136.0410614013672,154.5206298828125,979.0,30.476844787597656,33.33000946044922,39.92218017578125,1022.9403076171875,4.40673828125,1.0,394.0,30687,16556,live,,,,,,
7547,2026-08-12T16:51:56.000+01:00,112.15210723876953,132.8025665283203,150.66583251953125,1016.0,30.53826141357422,33.40940856933594,40.328067779541016,1025.7869873046875,28.466796875,1.0,399.0,30639,16571,live,,,,,,
7548,2026-08-12T16:52:06.000+01:00,108.70746612548828,128.38763427734375,145.27969360351562,1046.0,30.60502052307129,33.46015930175781,40.97047424316406,1021.822265625,39.647216796875,1.0,405.0,30598,16593,live,,,,,,
7549,2026-08-12T16:52:16.000+01:00,103.68953704833984,122.33726501464844,138.2936553955078,1060.0,30.64507484436035,33.50666046142578,41.22835159301758,1022.2029418945312,3.8067626953125,1.0,423.0,30050,16631,live,,,,,,
7550,2026-08-12T16:52:26.000+01:00,106.45196533203125,125.4550552368164,141.65870666503906,1101.0,30.709163665771484,33.56678009033203,41.483177185058594,1022.67822265625,4.7528076171875,1.0,450.0,29134,16644,live,,,,,,
7551,2026-08-12T16:52:36.000+01:00,107.02642059326172,125.52518463134766,141.05319213867188,1119.0,30.821317672729492,33.66034698486328,42.000457763671875,1022.5306396484375,1.475830078125,1.0,469.0,28974,16659,live,,,,,,
7552,2026-08-12T16:52:46.000+01:00,112.3518295288086,134.47080993652344,154.166259765625,1137.0,30.890745162963867,33.720176696777344,42.26901626586914,1022.413818359375,1.168212890625,1.0,480.0,29092,16683,live,940GZZLUOXC,Oxford Circus,,,,
7553,2026-08-12T16:52:56.000+01:00,134.37278747558594,165.48580932617188,194.8996124267578,1153.0,30.933469772338867,33.79077911376953,42.23544692993164,1022.5099487304688,0.9613037109375,1.0,483.0,29742,16699,live,940GZZLUOXC,Oxford Circus,,,,
7554,2026-08-12T16:53:06.000+01:00,143.09353637695312,180.12118530273438,216.3422393798828,1161.0,31.024261474609375,33.85627746582031,42.043182373046875,1022.508056640625,0.0189208984375,1.0,477.0,29878,16699,live,940GZZLUOXC,Oxford Circus,,,,
7555,2026-08-12T16:53:16.000+01:00,145.27047729492188,183.31277465820312,220.65237426757812,1164.0,31.05096435546875,33.92943572998047,41.930267333984375,1022.3431396484375,1.649169921875,1.0,469.0,30100,16690,live,940GZZLUOXC,Oxford Circus,,,,
7556,2026-08-12T16:53:26.000+01:00,147.0412139892578,182.82240295410156,217.19085693359375,1165.0,31.053634643554688,34.028114318847656,42.049285888671875,1021.8380737304688,5.0506591796875,1.0,452.0,30271,16692,live,940GZZLUOXC,Oxford Circus,,,,
7557,2026-08-12T16:53:36.000+01:00,147.06504821777344,181.6381378173828,214.4857635498047,1165.0,31.11772346496582,34.165061950683594,42.020294189453125,1022.2001342773438,3.62060546875,1.0,434.0,30334,16690,live,940GZZLUOXC,Oxford Circus,,,,
7558,2026-08-12T16:53:46.000+01:00,148.9139404296875,183.60595703125,216.46946716308594,1164.0,31.192493438720703,34.252113342285156,41.898223876953125,1022.705322265625,5.0518798828125,1.0,418.0,30393,16694,live,940GZZLUOXC,Oxford Circus,,,,
7559,2026-08-12T16:53:56.000+01:00,148.22109985351562,182.73597717285156,215.4268341064453,1164.0,31.267261505126953,34.33831024169922,41.73952865600586,1023.2257690429688,5.2044677734375,1.0,403.0,30430,16696,live,940GZZLUOXC,Oxford Circus,,,,
7560,2026-08-12T16:54:06.000+01:00,151.04782104492188,185.58187866210938,218.09259033203125,1164.0,31.32600975036621,34.55409240722656,41.504539489746094,1022.7175903320312,5.081787109375,1.0,392.0,30458,16694,live,940GZZLUOXC,Oxford Circus,,,,
7561,2026-08-12T16:54:16.000+01:00,151.16673278808594,186.74012756347656,220.54920959472656,1163.0,31.47821807861328,34.623565673828125,41.11848449707031,1022.4943237304688,2.232666015625,1.0,382.0,30456,16695,live,940GZZLUOXC,Oxford Circus,,,,
7562,2026-08-12T16:54:26.000+01:00,147.44346618652344,179.88919067382812,210.0343780517578,1161.0,31.582361221313477,34.737548828125,41.19630813598633,1022.3442993164062,1.500244140625,1.0,377.0,30442,16689,live,,,,,,
7563,2026-08-12T16:54:36.000+01:00,145.7118682861328,179.06106567382812,210.4674530029297,1158.0,31.681161880493164,34.7999267578125,41.29701614379883,1022.3577270507812,0.13427734375,1.0,373.0,30449,16693,live,,,,,,
7564,2026-08-12T16:54:46.000+01:00,142.7976531982422,177.49349975585938,210.8037872314453,1157.0,31.782634735107422,34.86656951904297,41.29396438598633,1022.7843627929688,4.266357421875,1.0,370.0,30433,16703,live,,,,,,
7565,2026-08-12T16:54:56.000+01:00,138.61834716796875,172.72760009765625,205.60226440429688,1157.0,31.881437301635742,34.9439697265625,41.33668899536133,1023.66650390625,8.8214111328125,1.0,369.0,30425,16713,live,,,,,,
7566,2026-08-12T16:55:06.000+01:00,135.5216827392578,168.61550903320312,200.4370880126953,1158.0,31.969558715820312,35.005218505859375,41.36110305786133,1023.7125854492188,0.4608154296875,1.0,370.0,30404,16714,live,,,,,,
7567,2026-08-12T16:55:16.000+01:00,133.8992156982422,164.61825561523438,193.57086181640625,1159.0,32.0469970703125,35.08092498779297,41.21004104614258,1022.122314453125,15.9027099609375,1.0,369.0,30418,16716,live,,,,,,
7568,2026-08-12T16:55:26.000+01:00,133.0406494140625,161.8674774169922,188.50283813476562,1163.0,32.1351203918457,35.13621520996094,41.28633499145508,1021.962158203125,1.6015625,1.0,369.0,30403,16712,live,,,,,,
7569,2026-08-12T16:55:36.000+01:00,133.418212890625,161.86032104492188,187.9845428466797,1168.0,32.20988845825195,35.22723388671875,41.29243850708008,1022.5460205078125,5.838623046875,1.0,369.0,30396,16713,live,,,,,,
7570,2026-08-12T16:55:46.000+01:00,133.2732391357422,162.30535888671875,189.18197631835938,1181.0,32.28999710083008,35.290184020996094,41.437400817871094,1022.2412719726562,3.0474853515625,1.0,369.0,30378,16720,live,940GZZLUTCR,Tottenham Court Road,,,,
7571,2026-08-12T16:55:56.000+01:00,139.39703369140625,171.307861328125,201.36184692382812,1186.0,32.3701057434082,35.39226531982422,41.15205764770508,1022.0021362304688,2.391357421875,1.0,368.0,30395,16732,live,940GZZLUTCR,Tottenham Court Road,,,,
7572,2026-08-12T16:56:06.000+01:00,143.16275024414062,175.5956268310547,206.033935546875,1187.0,32.450218200683594,35.47875213623047,40.91096496582031,1022.2112426757812,2.091064453125,1.0,367.0,30384,16726,live,940GZZLUTCR,Tottenham Court Road,,,,
7573,2026-08-12T16:56:16.000+01:00,147.36767578125,180.1849822998047,210.8029022216797,1187.0,32.524986267089844,35.633277893066406,40.7507438659668,1021.9556884765625,2.5555419921875,1.0,366.0,30374,16715,live,940GZZLUTCR,Tottenham Court Road,,,,
7574,2026-08-12T16:56:26.000+01:00,150.94374084472656,183.991455078125,214.6407012939453,1187.0,32.53032684326172,35.74358367919922,40.53864288330078,1022.343017578125,3.873291015625,1.0,364.0,30417,16716,live,940GZZLUTCR,Tottenham Court Road,,,,
7575,2026-08-12T16:56:36.000+01:00,149.1240692138672,180.2249755859375,208.55772399902344,1187.0,32.618446350097656,35.82439422607422,40.53711700439453,1022.4837646484375,1.407470703125,1.0,361.0,30397,16710,live,940GZZLUTCR,Tottenham Court Road,,,,
7576,2026-08-12T16:56:46.000+01:00,151.6248779296875,183.08018493652344,211.6778564453125,1187.0,32.71992111206055,35.89727020263672,40.39063262939453,1022.3357543945312,1.4801025390625,1.0,361.0,30385,16717,live,940GZZLUTCR,Tottenham Court Road,,,,
7577,2026-08-12T16:56:56.000+01:00,151.80181884765625,183.82723999023438,213.12905883789062,1188.0,32.7946891784668,35.94886779785156,40.233463287353516,1022.396728515625,0.6097412109375,1.0,360.0,30404,16719,live,940GZZLUTCR,Tottenham Court Road,,,,
7578,2026-08-12T16:57:06.000+01:00,144.45462036132812,178.7214813232422,211.37265014648438,1190.0,32.8374137878418,35.991119384765625,39.98016357421875,1022.1799926757812,2.1673583984375,1.0,353.0,30476,16727,live,940GZZLUTCR,Tottenham Court Road,,,,
7579,2026-08-12T16:57:16.000+01:00,138.2974395751953,170.81631469726562,201.71437072753906,1188.0,32.88548278808594,36.047264099121094,39.659725189208984,1022.4193725585938,2.393798828125,1.0,347.0,30486,16723,live,940GZZLUTCR,Tottenham Court Road,,,,
