source_file,day,sequence_number,timestamp,segment_id,line_name,group,direction,location_type,station_id,station_name,pm1,pm25,pm10,co2,temperature,DPS_tem,humidity,pressure,pressure_change_pa_per_sec,nox,tvoc,voc_raw,nox_raw,source_flag,gps_lat,gps_lng
commuta_readings_today_20260710_114808.csv,2026-07-10,4829,2026-07-10T10:26:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,13.297562599182127,14.061664581298828,14.061667442321776,513.0,31.184480667114254,,45.03395080566406,1017.666259765625,0.294189453125,1.0,6.0,30931,16505,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4830,2026-07-10T10:26:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,13.286989212036133,14.050484657287598,14.05048656463623,517.0,31.267261505126953,,45.09956359863281,1017.6981201171876,0.318603515625,1.0,7.0,30907,16554,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4831,2026-07-10T10:27:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,13.659074783325195,14.443950653076172,14.443952560424805,550.0,31.312658309936523,,44.96528625488281,1017.70166015625,0.035400390625,1.0,8.0,30875,16570,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4832,2026-07-10T10:27:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.560466766357422,13.282214164733888,13.28221607208252,625.0,31.39276695251465,,45.12855911254883,1017.7210693359376,0.194091796875,1.0,9.0,30807,16572,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4833,2026-07-10T10:27:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.276527404785156,12.981959342956545,12.981961250305176,693.0,31.536964416503903,,45.85488510131836,1017.7420043945312,0.2093505859375,1.0,9.0,30791,16587,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4834,2026-07-10T10:27:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.381912231445312,13.09340000152588,13.093401908874512,722.0,31.64377784729004,,46.31723403930664,1017.769287109375,0.2728271484375,1.0,10.0,30769,16634,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4835,2026-07-10T10:27:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.574031829833984,13.296558380126951,13.296561241149902,729.0,31.76127243041992,,46.82230758666992,1017.7345581054688,0.3472900390625,1.0,11.0,30713,16657,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4836,2026-07-10T10:27:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,16.980384826660156,17.95611000061035,17.956111907958984,732.0,31.85206413269043,,46.89707946777344,1017.757080078125,0.2252197265625,1.0,12.0,30656,16689,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4837,2026-07-10T10:28:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,17.39054298400879,18.47300910949707,18.577600479125977,732.0,31.974899291992188,,46.67887496948242,1017.7329711914062,0.2410888671875,1.0,13.0,30606,16691,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4838,2026-07-10T10:28:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,16.252426147460938,17.499361038208008,17.892995834350586,731.0,32.084381103515625,,46.567481994628906,1017.677978515625,0.5499267578125,1.0,14.0,30583,16686,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4839,2026-07-10T10:28:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,14.07636833190918,15.100956916809082,15.372230529785156,731.0,32.164493560791016,,45.897613525390625,1017.6932983398438,0.1531982421875,1.0,14.0,30781,16701,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4840,2026-07-10T10:28:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.721046447753906,13.472835540771484,13.49901008605957,730.0,32.21255874633789,,44.6280632019043,1017.7028198242188,0.09521484375,1.0,13.0,30874,16688,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4841,2026-07-10T10:28:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.40113639831543,13.115904808044434,13.118642807006836,723.0,32.281986236572266,,43.869686126708984,1017.8487548828124,1.4593505859375,1.0,13.0,30873,16645,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4843,2026-07-10T10:29:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.09324836730957,12.788172721862791,12.788204193115234,684.0,32.44487762451172,,43.2639045715332,1018.347412109375,4.986572265625,1.0,12.0,30895,16624,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4844,2026-07-10T10:29:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,11.584826469421388,12.250515937805176,12.250523567199709,673.0,32.47425079345703,,42.88853454589844,1018.3482666015624,0.008544921875,1.0,12.0,30891,16624,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4845,2026-07-10T10:29:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.537474632263184,11.142980575561523,11.142987251281738,659.0,32.48760223388672,,42.65049362182617,1018.320068359375,0.281982421875,1.0,12.0,30911,16610,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4846,2026-07-10T10:29:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.22042465209961,10.807713508605955,10.807719230651855,652.0,32.50896453857422,,42.404823303222656,1018.3077392578124,0.123291015625,1.0,11.0,30922,16603,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4847,2026-07-10T10:29:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.289887428283691,10.881166458129885,10.881173133850098,648.0,32.52765655517578,,42.26291275024414,1018.3004760742188,0.0726318359375,1.0,11.0,30897,16597,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4848,2026-07-10T10:29:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.817768096923828,11.439380645751951,11.439388275146484,646.0,32.578392028808594,,42.26749038696289,1018.25390625,0.4656982421875,1.0,11.0,30895,16590,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4849,2026-07-10T10:30:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.66904640197754,11.282113075256348,11.282119750976562,647.0,32.55970001220703,,42.31784439086914,1018.2132568359376,0.406494140625,1.0,11.0,30898,16596,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4850,2026-07-10T10:30:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.089248657226562,10.66899871826172,10.669005393981934,647.0,32.57305145263672,,42.446022033691406,1017.9461669921876,2.6708984375,1.0,11.0,30866,16582,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4851,2026-07-10T10:30:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.663905143737791,11.276676177978516,11.27668285369873,651.0,32.578392028808594,,42.67185592651367,1017.7192993164062,2.2686767578125,1.0,12.0,30912,16589,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4852,2026-07-10T10:30:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.831788063049316,11.454205513000488,11.45421314239502,657.0,32.578392028808594,,42.32547378540039,1017.7198486328124,0.0054931640625,1.0,12.0,30940,16601,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4853,2026-07-10T10:30:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.162775993347168,12.861676216125488,12.86168384552002,660.0,32.61577606201172,,42.059967041015625,1017.72216796875,0.023193359375,1.0,12.0,30919,16574,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4854,2026-07-10T10:30:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,12.623738288879396,13.349125862121582,13.349133491516112,712.0,32.64248275756836,,42.29800796508789,1017.7036743164062,0.1849365234375,1.0,12.0,30902,16563,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4855,2026-07-10T10:31:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,10.759771347045898,11.378050804138184,11.378058433532717,746.0,32.546348571777344,,41.956207275390625,1017.6988525390624,0.0482177734375,1.0,12.0,30960,16572,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4856,2026-07-10T10:31:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,9.64691925048828,10.201251983642578,10.201257705688477,750.0,32.492942810058594,,41.63576889038086,1017.7182006835938,0.1934814453125,1.0,11.0,30989,16539,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4857,2026-07-10T10:31:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,8.96392822265625,9.479015350341797,9.479021072387695,748.0,32.52765655517578,,41.32600784301758,1017.7400512695312,0.218505859375,1.0,11.0,30977,16520,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4858,2026-07-10T10:31:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,9.47220516204834,10.016499519348145,10.016505241394045,733.0,32.522315979003906,,41.35042190551758,1017.7299194335938,0.101318359375,1.0,11.0,30954,16498,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4859,2026-07-10T10:31:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,9.894673347473145,10.463242530822754,10.463249206542969,714.0,32.51697540283203,,41.28786087036133,1017.693359375,0.3656005859375,1.0,11.0,30970,16497,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4860,2026-07-10T10:31:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUSTD,Stratford,15.419204711914062,16.305227279663086,16.30523681640625,686.0,32.53833770751953,,41.25581741333008,1017.6773681640624,0.159912109375,1.0,12.0,30939,16488,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4861,2026-07-10T10:32:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,19.826091766357425,20.995677947998047,21.033836364746097,676.0,32.54901885986328,,41.53353118896485,1017.6788330078124,0.0146484375,1.0,12.0,30880,16483,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4862,2026-07-10T10:32:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,19.379650115966797,20.52712631225586,20.56973648071289,669.0,32.578392028808594,,41.70443344116211,1017.6710815429688,0.0775146484375,1.0,12.0,30837,16493,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4863,2026-07-10T10:32:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,18.337356567382812,19.400630950927734,19.412683486938477,666.0,32.61577606201172,,42.429237365722656,1017.7330322265624,0.6195068359375,1.0,13.0,30729,16493,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4864,2026-07-10T10:32:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,17.347122192382812,18.344894409179688,18.346118927001953,673.0,32.66384506225586,,43.62401580810547,1017.8192749023438,0.8624267578125,1.0,13.0,30703,16524,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4865,2026-07-10T10:32:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,16.51869010925293,17.467979431152344,17.46810531616211,688.0,32.66384506225586,,44.354923248291016,1018.6560668945312,8.367919921875,1.0,13.0,30698,16563,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4866,2026-07-10T10:32:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,16.14354133605957,17.071189880371094,17.071208953857422,694.0,32.70389938354492,,44.48157501220703,1022.3641357421876,37.0806884765625,1.0,14.0,30767,16598,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4867,2026-07-10T10:33:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,15.898386001586914,16.811941146850586,16.811952590942383,695.0,32.701229095458984,,43.837642669677734,1022.8556518554688,4.9151611328125,1.0,14.0,30835,16605,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4868,2026-07-10T10:33:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,15.906688690185549,16.824264526367188,16.82872772216797,696.0,32.69855880737305,,43.10826110839844,1019.3417358398438,35.13916015625,1.0,14.0,30844,16576,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4869,2026-07-10T10:33:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,15.374130249023438,16.28182601928711,16.312353134155273,689.0,32.711910247802734,,42.607765197753906,1020.727294921875,13.8555908203125,1.0,14.0,30855,16548,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4870,2026-07-10T10:33:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,15.99480152130127,16.951416015625,16.99860191345215,673.0,32.73861312866211,,42.35751724243164,1023.48291015625,27.55615234375,1.0,14.0,30857,16528,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4871,2026-07-10T10:33:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,27.32223892211914,29.04915428161621,29.246488571166992,658.0,32.754634857177734,,42.12710952758789,1018.77734375,47.0556640625,1.0,14.0,30848,16525,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4872,2026-07-10T10:33:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,34.602455139160156,37.05754089355469,37.64447784423828,651.0,32.79201889038086,,41.937896728515625,1015.6263427734376,31.510009765625,1.0,14.0,30853,16509,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4873,2026-07-10T10:34:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,42.773651123046875,46.43961334228515,47.9587516784668,635.0,32.80537033081055,,41.890594482421875,1020.9804077148438,53.5406494140625,1.0,14.0,30818,16501,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4874,2026-07-10T10:34:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,51.13788986206055,56.57527160644531,59.71750259399414,636.0,32.83474349975586,,41.76546859741211,1019.4341430664062,15.462646484375,1.0,15.0,30818,16499,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4875,2026-07-10T10:34:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,58.52813720703125,65.830078125,70.78291320800781,633.0,32.85610580444336,,41.65865707397461,1016.9033813476562,25.3076171875,1.0,15.0,30690,16499,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4876,2026-07-10T10:34:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,69.74018096923828,79.74067687988281,87.27668762207031,630.0,32.86411666870117,,41.908905029296875,1018.894775390625,19.9139404296875,1.0,15.0,30734,16496,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4877,2026-07-10T10:34:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,82.4823989868164,96.11974334716795,107.30818939208984,621.0,32.89082336425781,,41.997406005859375,1018.1548461914062,7.3992919921875,1.0,15.0,30751,16507,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4878,2026-07-10T10:34:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,85.8343505859375,101.05567932128906,113.99369049072266,617.0,32.91218566894531,,42.121002197265625,1016.6558837890624,14.9896240234375,1.0,15.0,30738,16508,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4879,2026-07-10T10:35:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,82.51799774169922,97.4124984741211,110.17918395996094,617.0,32.90684509277344,,42.28427505493164,1017.4635009765624,8.076171875,1.0,15.0,30726,16514,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4880,2026-07-10T10:35:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,82.39422607421875,98.51818084716795,112.83975982666016,618.0,32.94956970214844,,42.44449615478515,1017.537353515625,0.738525390625,1.0,16.0,30704,16528,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4881,2026-07-10T10:35:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,81.9467544555664,100.15365600585938,117.1267547607422,632.0,32.9896240234375,,42.65049362182617,1017.7515869140624,2.142333984375,1.0,16.0,30691,16534,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4882,2026-07-10T10:35:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,85.12347412109375,104.6190414428711,122.98306274414062,648.0,32.994964599609375,,42.575721740722656,1017.9232177734376,1.71630859375,1.0,16.0,30730,16544,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4883,2026-07-10T10:35:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,86.35899353027344,106.4430694580078,125.45781707763672,653.0,33.0323486328125,,42.558937072753906,1017.9877319335938,0.6451416015625,1.0,16.0,30706,16542,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4884,2026-07-10T10:35:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,85.51612091064453,104.23005676269533,121.58282470703124,657.0,33.0750732421875,,42.624549865722656,1018.038818359375,0.5108642578125,1.0,16.0,30701,16542,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4885,2026-07-10T10:36:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,81.35067749023438,97.21939086914062,111.29542541503906,657.0,33.10444641113281,,42.514686584472656,1018.0097045898438,0.2911376953125,1.0,16.0,30739,16554,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4886,2026-07-10T10:36:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,82.51083374023438,98.0845184326172,111.70575714111328,655.0,33.15518569946289,,42.36209487915039,1017.90869140625,1.0101318359375,1.0,16.0,30726,16557,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4887,2026-07-10T10:36:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,86.48863220214844,102.94302368164062,117.38428497314452,651.0,33.19524002075195,,42.35446548461914,1017.868896484375,0.39794921875,1.0,16.0,30711,16561,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4888,2026-07-10T10:36:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,89.97333526611328,107.42546081542967,122.8695297241211,650.0,33.192569732666016,,42.394142150878906,1018.0342407226562,1.6534423828125,1.0,17.0,30689,16558,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4889,2026-07-10T10:36:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,88.63541412353516,107.26348876953124,124.2829132080078,645.0,33.203250885009766,,42.24765396118164,1018.1141967773438,0.799560546875,1.0,17.0,30699,16562,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4890,2026-07-10T10:36:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,85.950439453125,105.07106018066406,122.9038543701172,644.0,33.224613189697266,,42.32394790649414,1017.8950805664062,2.191162109375,1.0,17.0,30682,16554,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4891,2026-07-10T10:37:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,78.54304504394531,95.32699584960938,110.75676727294922,640.0,33.28335952758789,,42.33310317993164,1017.9443969726562,0.4931640625,1.0,17.0,30691,16556,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4892,2026-07-10T10:37:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,75.2100830078125,91.34838104248048,106.20710754394533,638.0,33.30739212036133,,42.26596450805664,1017.84765625,0.9674072265625,1.0,17.0,30667,16565,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4893,2026-07-10T10:37:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,76.63346099853516,93.16802978515624,108.42220306396484,637.0,33.34744644165039,,42.23086929321289,1017.6317138671876,2.159423828125,1.0,17.0,30692,16570,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4894,2026-07-10T10:37:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,80.26588439941406,96.4070053100586,110.9039535522461,636.0,33.40619659423828,,42.14694595336914,1017.8380737304688,2.0635986328125,1.0,17.0,30672,16572,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4895,2026-07-10T10:37:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,83.79364776611328,100.87936401367188,116.30919647216795,635.0,33.44091033935547,,41.886016845703125,1017.6771240234376,1.6094970703125,1.0,17.0,30713,16571,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4896,2026-07-10T10:37:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,90.88461303710938,109.193359375,125.64875793457033,634.0,33.46227264404297,,41.84176254272461,1017.9673461914062,2.9022216796875,1.0,17.0,30650,16559,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4897,2026-07-10T10:38:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,92.7796630859375,110.67594146728516,126.4757308959961,634.0,33.488975524902344,,42.29953384399414,1017.9495849609376,0.1776123046875,1.0,18.0,30662,16561,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4898,2026-07-10T10:38:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUMED,Mile End,88.17131042480469,105.22654724121094,120.30174255371094,633.0,33.51567840576172,,42.522315979003906,1018.2240600585938,2.7447509765625,1.0,18.0,30633,16584,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4899,2026-07-10T10:38:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,84.66156005859375,102.05055236816406,117.7990493774414,636.0,33.53704071044922,,42.94651794433594,1018.345703125,1.2164306640625,1.0,18.0,30589,16583,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4900,2026-07-10T10:38:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,83.37342834472656,100.82437896728516,116.74382019042967,645.0,33.58777618408203,,43.923095703125,1023.0966186523438,47.5091552734375,1.0,18.0,30519,16597,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4901,2026-07-10T10:38:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,81.91448974609375,97.66815948486328,111.55880737304688,649.0,33.593116760253906,,44.0604248046875,1020.9984130859376,20.9820556640625,1.0,18.0,30547,16641,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4902,2026-07-10T10:38:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,82.72648620605469,97.68355560302734,110.51383209228516,653.0,33.539710998535156,,43.79339218139648,1018.6932983398438,23.0511474609375,1.0,19.0,30517,16638,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4903,2026-07-10T10:39:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,84.16012573242188,99.18733215332033,112.00223541259766,655.0,33.550392150878906,,43.697261810302734,1018.0985107421876,5.9478759765625,1.0,19.0,30532,16630,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4904,2026-07-10T10:39:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,85.25572204589844,100.93761444091795,114.49658966064452,668.0,33.539710998535156,,43.56145477294922,1019.2821655273438,11.8365478515625,1.0,20.0,30489,16625,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4905,2026-07-10T10:39:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,86.71776580810547,102.93250274658205,117.05584716796876,698.0,33.56641387939453,,43.60875701904297,1017.8450927734376,14.3707275390625,1.0,20.0,30494,16620,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4906,2026-07-10T10:39:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,87.4520263671875,103.4017333984375,117.13880920410156,702.0,33.542381286621094,,43.700313568115234,1018.2383422851562,3.9324951171875,1.0,21.0,30475,16619,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4907,2026-07-10T10:39:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,91.26959991455078,107.50727081298828,121.33057403564452,704.0,33.582435607910156,,43.60265350341797,1017.60400390625,6.3433837890625,1.0,22.0,30479,16618,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4908,2026-07-10T10:39:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,93.62168884277344,109.47733306884766,122.65029907226562,713.0,33.603797912597656,,43.50194549560547,1016.3474731445312,12.5653076171875,1.0,22.0,30486,16619,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4909,2026-07-10T10:40:02.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,96.13525390625,112.76677703857422,126.73374938964844,712.0,33.6305046081543,,43.40581512451172,1018.894775390625,25.4730224609375,1.0,23.0,30485,16605,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4910,2026-07-10T10:40:12.000+01:00,S01,Central,quieter,Stratford->Bond Street,in_train,,,98.22309112548828,116.23731231689452,131.79208374023438,711.0,33.66788864135742,,43.3737678527832,1018.7263793945312,1.6839599609375,1.0,23.0,30485,16615,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4911,2026-07-10T10:40:22.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUBLG,Bethnal Green,108.1175765991211,129.253173828125,148.0180206298828,710.0,33.707942962646484,,43.11283874511719,1018.904541015625,1.7816162109375,1.0,24.0,30510,16615,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4912,2026-07-10T10:40:32.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUBLG,Bethnal Green,115.6574478149414,138.42758178710938,158.7029571533203,709.0,33.74265670776367,,42.83207321166992,1018.9337768554688,0.2923583984375,1.0,24.0,30534,16619,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4913,2026-07-10T10:40:42.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUBLG,Bethnal Green,119.98271942138672,143.22357177734375,163.77833557128906,708.0,33.7373161315918,,42.519264221191406,1018.9483642578124,0.1458740234375,1.0,24.0,30577,16610,live,,
commuta_readings_today_20260710_114808.csv,2026-07-10,4914,2026-07-10T10:40:52.000+01:00,S01,Central,quieter,Stratford->Bond Street,platform,940GZZLUBLG,Bethnal Green,123.70989227294922,149.39109802246094,172.74517822265625,704.0,33.750667572021484,,42.33768081665039,1018.7670288085938,1.8133544921875,1.0,24.0,30598,16606,live,,
